image_path,real_class,predicted_class,prob_benign,prob_malign
image_048.jpg,benign,benign,0.502679023228862,0.497320976771139
image_049.jpg,malign,malign,0.0514787512499894,0.948521248750011
image_050.jpg,malign,malign,0.278646464236611,0.721353535763389
image_051.jpg,benign,benign,0.908265885966654,0.0917341140333463
image_052.jpg,malign,malign,0.239561890666972,0.760438109333028
image_053.jpg,malign,malign,0.144894872091223,0.855105127908777
image_054.jpg,malign,malign,0.489452760277563,0.510547239722437
image_055.jpg,benign,benign,0.985650454110601,0.0143495458893993
image_056.jpg,malign,malign,0.2420552715115,0.7579447284885
image_057.jpg,benign,benign,0.672135547405879,0.327864452594121
image_058.jpg,benign,benign,0.761619615328718,0.238380384671282
image_059.jpg,malign,malign,0.2376375439924,0.7623624560076
image_060.jpg,benign,benign,0.72821634861186,0.27178365138814
image_061.jpg,malign,malign,0.367783132719253,0.632216867280747
image_062.jpg,benign,benign,0.63230583059358,0.367694169406421
image_063.jpg,benign,benign,0.633529710760895,0.366470289239105
image_064.jpg,benign,benign,0.535774684074759,0.464225315925242
image_065.jpg,malign,malign,0.0902897700544083,0.909710229945592
image_066.jpg,malign,benign,0.835302495589238,0.164697504410762
image_067.jpg,malign,malign,0.320780064971736,0.679219935028264
image_068.jpg,benign,malign,0.186518510399854,0.813481489600146
image_069.jpg,malign,malign,0.0407751415547639,0.959224858445236
image_070.jpg,malign,benign,0.590892943188242,0.409107056811758
image_071.jpg,malign,benign,0.677564361842282,0.322435638157718
image_072.jpg,malign,malign,0.0165878289278562,0.983412171072144
image_073.jpg,benign,benign,0.512093058299281,0.487906941700719
image_074.jpg,malign,malign,0.226495775197938,0.773504224802062
image_075.jpg,benign,benign,0.64517279040945,0.35482720959055
image_076.jpg,malign,malign,0.174366429004991,0.825633570995009
image_077.jpg,malign,benign,0.690937738102466,0.309062261897534
image_078.jpg,malign,malign,0.386735346300537,0.613264653699463
image_079.jpg,benign,benign,0.936729988736735,0.0632700112632655
image_080.jpg,malign,malign,0.137520944145993,0.862479055854007
image_081.jpg,benign,malign,0.341066351050259,0.658933648949742
image_082.jpg,malign,malign,0.113473521240589,0.886526478759411
image_083.jpg,benign,benign,0.924693618278563,0.0753063817214372
image_084.jpg,benign,benign,0.877339353380981,0.122660646619019
image_085.jpg,malign,malign,0.257941627715156,0.742058372284844
image_086.jpg,benign,benign,0.659984046034179,0.340015953965821
image_087.jpg,benign,benign,0.817222200201216,0.182777799798784
image_088.jpg,benign,benign,0.555200811599462,0.444799188400538
image_089.jpg,benign,benign,0.529650578356007,0.470349421643994
image_090.jpg,malign,malign,0.241852290900452,0.758147709099548
image_091.jpg,malign,malign,0.0931027678058992,0.906897232194101
image_092.jpg,malign,benign,0.897215757953327,0.102784242046673
image_093.jpg,benign,benign,0.900418057163331,0.0995819428366696
image_094.jpg,benign,benign,0.633101457273268,0.366898542726732
image_095.jpg,malign,malign,0.339029791048701,0.660970208951299
image_096.jpg,malign,malign,0.349209574612661,0.650790425387339
image_097.jpg,benign,benign,0.725955678870239,0.274044321129761
image_098.jpg,benign,benign,0.897110259952577,0.102889740047423
image_099.jpg,benign,benign,0.887086424265117,0.112913575734883
image_100.jpg,benign,benign,0.779875545857624,0.220124454142376
